area;acertos;min;max;media;ano
MT;19;407,5;753;680,3;2017
MT;20;476,8;758,7;697,12;2017
MT;21;531,6;768,1;712,05;2017
MT;22;588,3;781,4;726,04;2017
MT;23;574,8;790,5;738,87;2017
MT;24;665,5;800,5;750,95;2017
MT;25;679,3;808,9;762,91;2017
MT;26;679,5;823,7;774,44;2017
MT;27;708,6;837,7;785,51;2017
MT;28;719,7;846,2;797,29;2017
MT;29;740,2;857,4;808,53;2017
MT;30;754,6;867,2;820,06;2017
MT;31;764,0;877,5;831,4;2017
MT;32;781,7;885,1;842,49;2017
MT;33;797,8;899,1;853,94;2017
MT;34;812,6;911,7;865,73;2017
MT;35;816,3;920,6;877,19;2017
MT;36;837,5;935,3;889,17;2017
MT;37;847,5;944,8;900,99;2017
MT;38;856,7;955,8;914,73;2017
MT;39;866,8;964,1;927,72;2017
MT;40;875,7;977,6;940,95;2017
MT;41;889,8;983,2;953,14;2017
MT;42;921,9;989;967,37;2017
MT;43;950,7;992,8;977,75;2017
MT;44;937,1;993,9;985,79;2017
MT;45;993,9;993,9;993,9;2017
CH;0;394,5;394,5;394,5;2018
CH;1;394,5;437,2;400,36;2018
CH;2;394,5;468,3;406,87;2018
CH;3;394,5;494,2;414,76;2018
CH;4;394,7;516,3;422,8;2018
CH;5;395,0;535,7;432,51;2018
CH;6;394,9;553,6;443;2018
CH;7;396,1;562,2;455;2018
CH;8;397,4;573,8;468,69;2018
CH;9;398,1;585,2;483,46;2018
CH;10;400,1;596,6;500,4;2018
CH;11;400,8;600,7;518,25;2018
CH;12;402,1;608,2;536,46;2018
CH;13;405,5;616,1;554,2;2018
CH;14;408,0;621,3;570,16;2018
CH;15;410,7;626,1;584,02;2018
CH;16;424,9;633;595,68;2018
CH;17;427,6;640,7;605,33;2018
CH;18;459,6;648,8;613,35;2018
CH;19;506,7;649;620,34;2018
CH;20;520,6;656,6;626,64;2018
CH;21;568,1;660,4;632,42;2018
CH;22;589,7;666,3;638,01;2018
CH;23;589,6;668,7;643,31;2018
CH;24;611,7;674,5;648,4;2018
CH;25;623,8;678;653,42;2018
CH;26;624,9;681,4;658,43;2018
CH;27;628,3;688,3;663,54;2018
CH;28;640,1;692,1;668,58;2018
CH;29;642,1;696,2;673,65;2018
CH;30;644,6;702,7;678,78;2018
CH;31;652,3;706,9;684,15;2018
CH;32;658,6;714,7;689,71;2018
CH;33;661,8;720,5;695,71;2018
CH;34;665,5;727,9;701,81;2018
CH;35;670,0;735,8;708,23;2018
CH;36;680,0;741,8;715,18;2018
CH;37;690,2;749,7;722,76;2018
CH;38;699,4;756,7;731,11;2018
CH;39;708,6;770,2;740,55;2018
CH;40;718,5;780,2;750,66;2018
CH;41;726,2;793,3;762,97;2018
CH;42;741,0;808,8;777,46;2018
CH;43;759,8;825,6;795,55;2018
CH;44;787,8;840,9;819,03;2018
CH;45;850,4;850,4;850,4;2018
CN;0;362,5;362,5;362,5;2018
CN;1;362,5;392,1;368,82;2018
CN;2;362,5;416,2;375,23;2018
CN;3;362,5;441,6;382,5;2018
CN;4;362,6;464,6;390,97;2018
CN;5;362,8;484,3;400,12;2018
CN;6;363,2;501,2;410,32;2018
CN;7;363,7;518,2;421,81;2018
CN;8;365,2;533;434,63;2018
CN;9;364,7;547,4;448,88;2018
CN;10;366,6;561,3;464,48;2018
CN;11;369,2;571,4;481,56;2018
CN;12;369,3;585,5;499,57;2018
CN;13;374,5;599,5;518,19;2018
CN;14;383,6;607,4;536,44;2018
CN;15;397,6;621,8;554,22;2018
CN;16;407,5;631,4;570,42;2018
CN;17;417,3;642;584,96;2018
CN;18;440,0;653;598,03;2018
CN;19;459,9;654,2;609,45;2018
CN;20;509,0;662,1;619,86;2018
CN;21;548,6;671,1;629,2;2018
CN;22;569,0;677;637,9;2018
CN;23;592,0;679,4;646,06;2018
CN;24;605,6;686,8;653,79;2018
CN;25;616,7;691,6;661,15;2018
CN;26;618,1;697,5;668,3;2018
CN;27;632,3;704,1;675,22;2018
CN;28;638,4;709,5;682,2;2018
CN;29;647,7;716,6;689,17;2018
CN;30;659,9;724,9;696,3;2018
CN;31;664,2;731,5;703,17;2018
CN;32;670,5;737,8;710,81;2018
CN;33;680,5;750;718,24;2018
CN;34;686,3;757,5;726,33;2018
CN;35;692,3;764,5;734,11;2018
CN;36;706,5;771,1;742,9;2018
CN;37;712,3;782;752,43;2018
CN;38;724,9;792,5;761,88;2018
CN;39;733,5;804,6;772,71;2018
CN;40;730,4;814,2;786,36;2018
CN;41;746,4;830,4;798,82;2018
CN;42;762,1;848,1;817,59;2018
CN;43;773,5;869,6;838,73;2018
CN;44;838,3;869,6;863,99;2018
LC;0;318,8;330,7;321,9;2018
LC;1;318,8;369,3;331,37;2018
LC;2;318,8;404,8;343,6;2018
LC;3;319,3;417,4;355,09;2018
LC;4;319,7;440,6;367,65;2018
LC;5;320,2;458,6;380,35;2018
LC;6;321,0;477,9;393,22;2018
LC;7;322,1;485;407,12;2018
LC;8;326,3;503,1;421,16;2018
LC;9;329,5;516,5;435,94;2018
LC;10;328,7;531,8;450,68;2018
LC;11;331,5;546;465,67;2018
LC;12;346,9;558,4;480,38;2018
LC;13;353,6;568,2;494,67;2018
LC;14;373,0;574,7;508,22;2018
LC;15;390,6;588,2;520,78;2018
LC;16;411,0;595;532,3;2018
LC;17;421,6;599,1;542,79;2018
LC;18;450,6;608,8;552,5;2018
LC;19;473,5;614;561,47;2018
LC;20;491,7;620;569,81;2018
LC;21;508,2;625,1;577,91;2018
LC;22;501,1;632,7;585,65;2018
LC;23;530,0;639;593,24;2018
LC;24;531,9;648,4;600,83;2018
LC;25;540,0;656,4;608,33;2018
LC;26;557,5;662,9;615,96;2018
LC;27;561,6;671,6;623,59;2018
LC;28;574,5;677,8;631,38;2018
LC;29;577,6;688,8;639,38;2018
LC;30;585,0;694,7;647,79;2018
LC;31;593,6;708,1;656,27;2018
LC;32;600,7;721,2;664,93;2018
LC;33;610,0;723,3;674,23;2018
LC;34;614,1;734,2;683,53;2018
LC;35;626,9;748,3;693,23;2018
LC;36;641,9;760,2;703,49;2018
LC;37;652,1;768,1;715;2018
LC;38;674,0;783,6;726,6;2018
LC;39;699,0;793,1;737,32;2018
LC;40;706,1;810,2;753,64;2018
LC;41;710,3;816,9;768,26;2018
LC;42;774,3;807,7;790,42;2018
LC;43;788,7;789,1;788,9;2018
MT;0;369,4;369,4;369,4;2018
MT;1;369,4;421,6;379,41;2018
MT;2;369,4;464,7;388,15;2018
MT;3;369,4;498;397,5;2018
MT;4;369,5;518,3;407,9;2018
MT;5;369,9;542,7;419,13;2018
MT;6;370,7;564,2;431,72;2018
MT;7;371,1;591,8;445,13;2018
MT;8;371,6;615,8;460,06;2018
MT;9;373,2;641,4;476,75;2018
MT;10;375,3;666,2;495,11;2018
MT;11;377,3;681,6;516,08;2018
MT;12;379,6;695,1;538,72;2018
MT;13;382,5;703,4;563,3;2018
MT;14;386,3;717,2;589,2;2018
MT;15;397,8;722,6;614,72;2018
MT;16;395,7;731,5;638,44;2018
MT;17;416,4;737,5;659,67;2018
MT;18;431,1;750,4;677,52;2018
MT;19;473,6;757,8;692,78;2018
MT;20;483,1;764,2;705,76;2018
MT;21;564,6;772,7;717,28;2018
MT;22;586,5;781,9;728,1;2018
MT;23;620,1;795,1;738,32;2018
MT;24;637,8;801,7;748,58;2018
MT;25;638,6;807;758,91;2018
MT;26;684,3;816,2;769;2018
MT;27;688,3;826,6;779,48;2018
MT;28;694,1;837,1;790,35;2018
MT;29;719,5;846,8;801,27;2018
MT;30;731,1;858,9;812,31;2018
MT;31;733,3;868,1;824,26;2018
MT;32;763,1;880,7;836,33;2018
MT;33;744,5;894,7;848,89;2018
MT;34;793,2;908,8;862,2;2018
MT;35;808,1;918,5;876,28;2018
MT;36;823,3;935,6;890,38;2018
MT;37;827,4;946,4;905,3;2018
MT;38;857,6;961,6;919,39;2018
MT;39;838,6;972,7;935,9;2018
MT;40;905,6;981,6;951,22;2018
MT;41;931,2;988,7;966,41;2018
MT;42;953,6;993;979,05;2018
MT;43;967,0;994,8;988,7;2018
MT;44;996,1;996,1;996,1;2018
CH;0;315,9;315,9;315,9;2019
CH;1;315,9;362,6;325,53;2019
CH;2;315,9;389;335,58;2019
CH;3;315,9;413,3;343,65;2019
CH;4;316,5;431,4;352,19;2019
CH;5;316,8;447,2;361,91;2019
CH;6;316,9;459,6;372,91;2019
CH;7;317,9;469,9;384,53;2019
CH;8;319,2;484,2;397;2019
CH;9;321,1;497,4;410,52;2019
CH;10;323,2;508,1;424,89;2019
CH;11;325,7;519,2;439,69;2019
CH;12;328,9;529,5;455,31;2019
CH;13;329,8;541,5;470,66;2019
CH;14;344,4;552;485,83;2019
CH;15;348,8;559,7;500,21;2019
CH;16;355,7;568,1;513,54;2019
CH;17;386,9;575;525,56;2019
CH;18;397,5;588,8;536,71;2019
CH;19;429,7;589,9;546,73;2019
CH;20;421,2;598,1;556,05;2019
CH;21;481,2;605,1;564,79;2019
CH;22;507,3;611,3;573,12;2019
CH;23;511,1;619,7;581,1;2019
CH;24;537,1;626,2;589,04;2019
CH;25;540,1;633,3;596,87;2019
CH;26;559,2;641,1;604,62;2019
CH;27;568,6;651,2;612,45;2019
CH;28;579,2;656,6;620,28;2019
CH;29;581,6;665,8;628,32;2019
CH;30;597,4;673,8;636,42;2019
CH;31;604,7;680,4;644,72;2019
CH;32;613,8;691,8;653,4;2019
CH;33;621,6;698,8;662,24;2019
CH;34;631,0;714,7;671,4;2019
CH;35;641,9;717;680,99;2019
CH;36;652,1;730,8;690,92;2019
CH;37;660,8;737,4;701,77;2019
CH;38;665,2;752,6;713,15;2019
CH;39;684,3;759,7;725,41;2019
CH;40;700,7;776,6;738,75;2019
CH;41;711,4;790,6;753,26;2019
CH;42;731,5;809,1;773,34;2019
CH;43;749,3;822,7;787,86;2019
CH;44;777,4;835,1;809,82;2019
CN;0;327,9;327,9;327,9;2019
CN;1;327,9;363,9;335,27;2019
CN;2;327,9;390,6;341,74;2019
CN;3;327,9;410,4;349,84;2019
CN;4;327,9;436;358,59;2019
CN;5;327,9;456,5;367,82;2019
CN;6;327,9;479,9;377,75;2019
CN;7;328,7;507,9;388,73;2019
CN;8;328,8;520,4;400,86;2019
CN;9;332,5;544,2;413,96;2019
CN;10;332,0;551,7;428,58;2019
CN;11;336,0;563,5;444,26;2019
CN;12;337,8;568,6;460,9;2019
CN;13;345,4;578,3;477,99;2019
CN;14;344,4;584,8;495,3;2019
CN;15;354,9;595,3;511,92;2019
CN;16;368,5;604,1;527,74;2019
CN;17;376,2;609,4;542,39;2019
CN;18;391,7;622,2;555,88;2019
CN;19;416,0;627,8;568,33;2019
CN;20;436,4;632,4;579,89;2019
CN;21;460,1;640,8;590,85;2019
CN;22;471,8;649,8;601,15;2019
CN;23;513,6;660,4;611,39;2019
CN;24;525,8;671,1;621,15;2019
CN;25;541,4;678,9;630,76;2019
CN;26;561,0;689,7;640,23;2019
CN;27;573,1;700,5;650,03;2019
CN;28;595,9;716,3;659,65;2019
CN;29;596,6;719,7;669,2;2019
CN;30;612,1;728;679,53;2019
CN;31;614,0;740,3;688,92;2019
CN;32;633,1;749,4;698,64;2019
CN;33;656,4;749,2;707,26;2019
CN;34;674,7;767,4;716,21;2019
CN;35;679,2;769,3;725,33;2019
CN;36;690,0;782,2;734,65;2019
CN;37;697,1;791,9;743,63;2019
CN;38;716,6;804,8;752,13;2019
CN;39;720,1;811;763,32;2019
CN;40;739,3;815,9;772,64;2019
CN;41;749,6;834,3;788,78;2019
CN;42;759,3;847,8;805,4;2019
CN;43;780,3;853,5;825,62;2019
CN;44;816,7;860,9;840,55;2019
CN;45;860,9;860,9;860,9;2019
LC;0;322,0;329,5;322,98;2019
LC;1;322,0;365,3;330,05;2019
LC;2;322,0;395,1;340,77;2019
LC;3;322,2;420,3;352,14;2019
LC;4;322,7;439,8;363,09;2019
LC;5;322,9;462,4;374,31;2019
LC;6;322,9;470,9;386,88;2019
LC;7;323,9;486;399,89;2019
LC;8;324,1;492,1;413,79;2019
LC;9;325,2;503,3;427,73;2019
LC;10;326,4;514,7;441,98;2019
LC;11;326,3;524,3;455,79;2019
LC;12;328,6;534,3;468,88;2019
LC;13;330,7;544,1;481,03;2019
LC;14;338,0;548,9;492,37;2019
LC;15;341,6;554,1;502,61;2019
LC;16;355,6;560,3;512,09;2019
LC;17;365,8;567,4;520,91;2019
LC;18;363,3;574;529,07;2019
LC;19;365,3;581,4;536,85;2019
LC;20;414,8;586,7;544,3;2019
LC;21;442,2;592,5;551,4;2019
LC;22;488,8;596,8;558,36;2019
LC;23;503,7;606,4;565,05;2019
LC;24;504,0;613,8;571,66;2019
LC;25;524,0;618,5;578,19;2019
LC;26;529,9;625,3;584,67;2019
LC;27;542,5;631,1;591,14;2019
LC;28;549,2;639;597,58;2019
LC;29;552,7;646,5;604,26;2019
LC;30;562,8;657,7;611;2019
LC;31;572,6;666,1;617,89;2019
LC;32;560,8;673,9;625,03;2019
LC;33;583,4;683;632,42;2019
LC;34;590,9;695,4;640,07;2019
LC;35;599,6;709,3;648,25;2019
LC;36;604,4;723,5;656,67;2019
LC;37;617,5;737,3;666,21;2019
LC;38;627,7;755,3;675,93;2019
LC;39;635,8;770,5;687,97;2019
LC;40;655,1;787,3;701,33;2019
LC;41;676,9;759,2;714,1;2019
LC;42;658,5;801,7;733,81;2019
LC;43;704,3;801,7;753,1;2019
LC;44;801,7;801,7;801,7;2019
MT;0;359,0;359;359;2019
MT;1;359,0;396,6;367,93;2019
MT;2;359,0;436,5;375,62;2019
MT;3;359,0;477,6;384,82;2019
MT;4;359,0;518,4;395,19;2019
MT;5;359,0;544,6;406,3;2019
MT;6;359,1;567,7;418,97;2019
MT;7;359,2;586,4;433,01;2019
MT;8;359,4;610,1;449,12;2019
MT;9;360,1;624;466,84;2019
MT;10;361,0;637,8;486,68;2019
MT;11;361,2;652,6;508,89;2019
MT;12;362,6;667,4;532,68;2019
MT;13;363,9;672,9;557,5;2019
MT;14;364,1;685,4;583,19;2019
MT;15;373,1;693,6;607,5;2019
MT;16;379,1;703,1;629,32;2019
MT;17;388,0;712,7;648,85;2019
MT;18;416,0;723,1;665,55;2019
MT;19;382,0;730,2;679,75;2019
MT;20;491,3;739,2;692,56;2019
MT;21;516,2;750,2;704,03;2019
MT;22;589,5;758,5;715,13;2019
MT;23;594,1;764,1;725,65;2019
MT;24;635,3;775,3;735,8;2019
MT;25;670,1;785,4;746,04;2019
MT;26;680,3;791,4;755,93;2019
MT;27;693,3;808,2;765,76;2019
MT;28;707,4;816,1;776;2019
MT;29;719,1;826,1;786,37;2019
MT;30;733,6;832,3;796,4;2019
MT;31;739,7;842,5;806,8;2019
MT;32;751,6;860,3;817,57;2019
MT;33;770,1;867,8;828,6;2019
MT;34;781,1;877,9;840,14;2019
MT;35;795,0;887,3;851,91;2019
MT;36;811,2;905;864,33;2019
MT;37;826,1;919,9;876,85;2019
MT;38;833,8;929,6;891,58;2019
MT;39;852,0;949,1;906,36;2019
MT;40;868,6;963;922,23;2019
MT;41;884,7;975,2;939,44;2019
MT;42;906,8;984,2;955,83;2019
MT;43;927,3;985;971,34;2019
MT;44;959,7;985,5;982,11;2019
MT;45;985,5;985,5;985,5;2019
CH;0;328,4;328,4;328,4;2020
CH;1;328,4;353,3;336,18;2020
CH;2;328,4;376,9;341,5;2020
CH;3;328,5;399,1;346,75;2020
CH;4;328,7;429,4;353,05;2020
CH;5;329,0;449,2;361,36;2020
CH;6;329,4;471,4;370,57;2020
CH;7;329,6;486,8;381,14;2020
CH;8;330,4;498,5;392,95;2020
CH;9;331,0;514,3;406,31;2020
CH;10;332,4;520,9;421,48;2020
CH;11;332,1;535,6;437,79;2020
CH;12;333,4;544,7;455,14;2020
CH;13;334,7;554,4;472,69;2020
CH;14;340,8;563,2;490,03;2020
CH;15;339,5;576,1;506,96;2020
CH;16;349,8;587,8;522,73;2020
CH;17;353,0;600,1;537,64;2020
CH;18;362,6;605,6;551,23;2020
CH;19;382,8;613,3;564,08;2020
CH;20;416,3;624,4;575,85;2020
CH;21;459,9;631,1;586,64;2020
CH;22;438,2;633,9;596,52;2020
CH;23;498,6;640,5;605,61;2020
CH;24;529,3;647,6;613,99;2020
CH;25;554,4;653,3;621,92;2020
CH;26;568,8;659,6;629,45;2020
CH;27;580,6;665,4;636,6;2020
CH;28;589,7;668,8;643,62;2020
CH;29;602,2;680,4;650,85;2020
CH;30;615,9;686,7;658,08;2020
CH;31;622,6;694,6;665,5;2020
CH;32;628,4;700;673,25;2020
CH;33;635,5;706,5;681,18;2020
CH;34;646,2;718,4;689,54;2020
CH;35;653,8;725;698,35;2020
CH;36;660,0;731,9;707,53;2020
CH;37;675,1;744;717,49;2020
CH;38;684,6;756,2;728,15;2020
CH;39;696,1;767,4;739,98;2020
CH;40;706,7;783,6;752,75;2020
CH;41;725,2;794,3;767,66;2020
CH;42;739,0;809;785,76;2020
CH;43;766,2;823,4;807,18;2020
CH;44;798,0;844;834,7;2020
CH;45;862,6;862,6;862,6;2020
CN;0;332,6;332,6;332,6;2020
CN;1;332,7;359,3;339,1;2020
CN;2;332,7;387;346,78;2020
CN;3;332,8;409,4;353,82;2020
CN;4;332,8;426,4;362,22;2020
CN;5;333,0;446,1;370,95;2020
CN;6;333,3;467,2;381,04;2020
CN;7;333,4;489,5;391,97;2020
CN;8;334,0;510;403,86;2020
CN;9;333,9;525,9;416,88;2020
CN;10;334,7;535,5;431,41;2020
CN;11;336,7;546,7;446,93;2020
CN;12;338,2;560,2;463,56;2020
CN;13;346,8;572,5;480,86;2020
CN;14;350,7;579,9;498,23;2020
CN;15;359,6;590,5;515,51;2020
CN;16;370,6;599,8;531,43;2020
CN;17;379,1;605,1;546,11;2020
CN;18;387,1;614;559,36;2020
CN;19;411,2;623,5;571,37;2020
CN;20;450,9;629,6;582,12;2020
CN;21;474,6;634,1;592,11;2020
CN;22;483,6;641,1;601,18;2020
CN;23;527,6;649,7;609,93;2020
CN;24;527,1;654,1;618,36;2020
CN;25;566,2;666,3;626,48;2020
CN;26;583,6;670,9;634,64;2020
CN;27;591,4;678,9;642,53;2020
CN;28;604,8;686,1;650,96;2020
CN;29;611,5;698,5;659,41;2020
CN;30;626,6;703,7;668,14;2020
CN;31;635,5;710,4;677,14;2020
CN;32;641,2;720,4;686,39;2020
CN;33;649,2;730,8;695,4;2020
CN;34;659,2;741,9;705,5;2020
CN;35;678,9;751,9;715,68;2020
CN;36;687,3;761;726,36;2020
CN;37;697,6;775,3;736,42;2020
CN;38;710,5;781,6;748,36;2020
CN;39;725,5;793,1;760,63;2020
CN;40;738,9;810,7;774,94;2020
CN;41;758,7;834,1;791,45;2020
CN;42;779,2;838,7;806,34;2020
CN;43;800,7;854,8;829,91;2020
LC;0;304,0;314,6;305,62;2020
LC;1;304,0;356,6;311,94;2020
LC;2;304,0;386,5;319,68;2020
LC;3;304,1;406,2;329,11;2020
LC;4;304,2;432;339,35;2020
LC;5;304,2;440,3;349,57;2020
LC;6;305,0;466,9;361,83;2020
LC;7;305,6;473,3;373,31;2020
LC;8;305,6;483,8;386,99;2020
LC;9;307,8;503,2;401,3;2020
LC;10;309,4;513,5;416,31;2020
LC;11;309,2;520,1;431,51;2020
LC;12;312,9;532,9;446,51;2020
LC;13;316,3;540,6;461,6;2020
LC;14;328,7;552,1;475,54;2020
LC;15;323,4;558,7;488,73;2020
LC;16;334,0;567,6;501,46;2020
LC;17;329,8;576,7;513,66;2020
LC;18;370,2;584,8;525,27;2020
LC;19;372,1;595,3;536,12;2020
LC;20;391,2;601,1;546,79;2020
LC;21;425,5;609,7;557,02;2020
LC;22;447,4;618,8;566,97;2020
LC;23;473,9;629,7;576,7;2020
LC;24;467,3;640,8;586,36;2020
LC;25;498,0;647,7;595,63;2020
LC;26;515,0;657,6;604,77;2020
LC;27;539,8;664,8;613,93;2020
LC;28;550,6;677,1;623,07;2020
LC;29;565,1;679,3;632,23;2020
LC;30;564,1;689,5;641,17;2020
LC;31;591,9;701;650,36;2020
LC;32;602,0;710,2;659,53;2020
LC;33;588,3;716,8;668,89;2020
LC;34;624,7;724,8;678,2;2020
LC;35;633,2;740,9;687,95;2020
LC;36;645,1;738,5;698,05;2020
LC;37;662,3;757,1;707,53;2020
LC;38;667,2;769,1;718,73;2020
LC;39;696,2;772,6;729,22;2020
LC;40;705,4;786,5;741,42;2020
LC;41;734,8;787,4;760,8;2020
LC;42;727,2;801,1;766,24;2020
MT;0;327,1;327,1;327,1;2020
MT;1;327,1;371,4;337,28;2020
MT;2;327,1;406,5;346,05;2020
MT;3;327,1;439,3;355,39;2020
MT;4;327,1;471,3;366,61;2020
MT;5;327,3;503,8;378,07;2020
MT;6;327,4;525,8;391,11;2020
MT;7;327,5;547;405,67;2020
MT;8;327,8;568,8;422,11;2020
MT;9;328,6;587,8;440,34;2020
MT;10;329,9;606,5;460,43;2020
MT;11;329,5;618,4;482,49;2020
MT;12;333,2;630,3;506,15;2020
MT;13;335,7;645,7;530,4;2020
MT;14;338,1;650,8;554,34;2020
MT;15;345,1;667;576,65;2020
MT;16;349,5;674,2;597,71;2020
MT;17;359,3;685;615,91;2020
MT;18;371,5;699,1;632,41;2020
MT;19;425,4;705,9;646,97;2020
MT;20;429,7;713,1;660;2020
MT;21;447,1;723,3;672,2;2020
MT;22;533,7;737;683,97;2020
MT;23;582,0;744,6;695,02;2020
MT;24;613,2;751,6;705,64;2020
MT;25;628,0;759,8;716,51;2020
MT;26;659,5;769,8;727,01;2020
MT;27;669,3;780,2;737,53;2020
MT;28;672,1;790,3;747,97;2020
MT;29;684,8;796,4;758,22;2020
MT;30;714,0;806,6;768,84;2020
MT;31;724,8;816,5;779,4;2020
MT;32;740,1;827,7;790,4;2020
MT;33;734,3;838;801,25;2020
MT;34;758,4;849,8;813,16;2020
MT;35;769,8;868,5;825,08;2020
MT;36;795,4;871,2;837,55;2020
MT;37;796,9;887,8;851,04;2020
MT;38;817,0;900,8;864,85;2020
MT;39;840,5;913,1;880,7;2020
MT;40;861,9;927,6;897,54;2020
MT;41;871,8;945,4;915,62;2020
MT;42;902,1;957,3;935,41;2020
MT;43;933,3;966,6;956,26;2020
MT;44;975,0;975;975;2020
CH;0;328,9;328,9;328,9;2021
CH;1;328,9;363,9;335,33;2021
CH;2;329,3;384,9;342,25;2021
CH;3;329,7;402,8;349,75;2021
CH;4;329,9;419,5;357,72;2021
CH;5;330,4;434,6;366,23;2021
CH;6;331,6;447,1;375,99;2021
CH;7;332,9;464,3;386,77;2021
CH;8;333,7;480,2;398,65;2021
CH;9;336,0;495,7;411,74;2021
CH;10;338,9;515,2;426,25;2021
CH;11;341,3;524,2;441,85;2021
CH;12;341,4;533,2;458,69;2021
CH;13;349,5;543,8;475,56;2021
CH;14;353,3;552;492,48;2021
CH;15;365,0;561,6;508,51;2021
CH;16;381,3;572,5;523,07;2021
CH;17;388,8;580,4;536,15;2021
CH;18;392,3;584,6;547,52;2021
CH;19;453,2;594,5;558,06;2021
CH;20;480,1;600,7;567,34;2021
CH;21;485,4;607,5;576;2021
CH;22;513,2;614,2;584,32;2021
CH;23;517,9;623,3;592,17;2021
CH;24;544,5;631,2;599,78;2021
CH;25;562,5;637,1;607,19;2021
CH;26;571,4;640,1;614,55;2021
CH;27;577,7;647,7;621,89;2021
CH;28;585,3;654,9;629,22;2021
CH;29;591,7;662,5;636,64;2021
CH;30;609,0;671,3;644,14;2021
CH;31;613,6;680,4;651,85;2021
CH;32;627,7;688;659,81;2021
CH;33;629,2;696,2;668,08;2021
CH;34;646,0;706,2;676,66;2021
CH;35;652,4;715,7;685,83;2021
CH;36;656,9;723,9;695,35;2021
CH;37;672,9;734,1;705,77;2021
CH;38;677,9;745,3;716,92;2021
CH;39;687,0;757;729,28;2021
CH;40;705,1;772,6;742,68;2021
CH;41;719,9;786,5;757,72;2021
CH;42;737,2;802,7;774,96;2021
CH;43;754,7;819,1;795,55;2021
CH;44;789,5;832,5;819,17;2021
CH;45;846,9;846,9;846,9;2021
CN;0;339,7;339,7;339,7;2021
CN;1;339,7;377;348,29;2021
CN;2;339,7;409,2;353,11;2021
CN;3;339,8;434,9;361,58;2021
CN;4;339,9;451,5;370,04;2021
CN;5;340,2;464,3;378,31;2021
CN;6;340,4;482,8;387,67;2021
CN;7;340,8;499,5;397,99;2021
CN;8;341,6;514,8;408,93;2021
CN;9;342,5;536,7;420,78;2021
CN;10;342,8;549,9;433,8;2021
CN;11;343,6;565,1;447,58;2021
CN;12;347,6;577,6;462,78;2021
CN;13;347,5;581,8;479,32;2021
CN;14;346,5;591,2;496,6;2021
CN;15;357,6;601,6;514,47;2021
CN;16;359,8;608,9;532,21;2021
CN;17;376,9;616,8;548,96;2021
CN;18;375,6;627,7;564,49;2021
CN;19;392,4;634,9;578,81;2021
CN;20;425,3;641;591,32;2021
CN;21;401,4;647,5;602,78;2021
CN;22;456,4;654,8;613,2;2021
CN;23;515,7;661,3;622,97;2021
CN;24;511,7;668,8;632,29;2021
CN;25;545,4;677,6;641,21;2021
CN;26;580,2;683,5;650,03;2021
CN;27;602,1;691,6;658,42;2021
CN;28;607,9;701,5;666,95;2021
CN;29;630,0;706,4;675,04;2021
CN;30;626,0;717,7;683,55;2021
CN;31;641,0;726,9;691,94;2021
CN;32;659,9;732,7;700,25;2021
CN;33;663,4;741,9;708,5;2021
CN;34;680,1;753,6;716,84;2021
CN;35;678,3;760;725,95;2021
CN;36;697,4;773,3;734,99;2021
CN;37;702,9;784,1;744,63;2021
CN;38;717,0;792,1;755,09;2021
CN;39;728,5;803,6;765,87;2021
CN;40;742,8;828,5;778,34;2021
CN;41;756,4;839;790,85;2021
CN;42;771,0;848,7;806,11;2021
CN;43;791,3;858,8;828,62;2021
CN;44;826,8;867,1;850,59;2021
CN;45;867,1;867,1;867,1;2021
LC;0;298,0;304,2;300,27;2021
LC;1;298,0;346,9;308,32;2021
LC;2;298,0;370,4;318,3;2021
LC;3;298,0;401,4;328,42;2021
LC;4;298,5;414,7;338,46;2021
LC;5;299,0;429,5;349,64;2021
LC;6;299,7;446,6;360,79;2021
LC;7;302,2;465;373,27;2021
LC;8;303,3;476;386,36;2021
LC;9;305,2;493;400,54;2021
LC;10;305,5;503,4;415,09;2021
LC;11;306,9;519,3;430,11;2021
LC;12;317,3;531,3;444,99;2021
LC;13;319,7;550,6;460,25;2021
LC;14;329,4;550,1;474,71;2021
LC;15;341,5;557,6;488,54;2021
LC;16;360,9;568,3;501,28;2021
LC;17;371,4;575,8;513,48;2021
LC;18;363,2;583,9;524,6;2021
LC;19;422,3;592,8;535,26;2021
LC;20;441,1;600,8;545,27;2021
LC;21;445,9;609,9;554,9;2021
LC;22;478,7;612,1;563,94;2021
LC;23;496,1;620,5;573,02;2021
LC;24;507,6;630,8;581,8;2021
LC;25;516,5;635,6;590,39;2021
LC;26;523,3;645,8;599,08;2021
LC;27;539,9;651,4;607,98;2021
LC;28;546,9;665,2;616,83;2021
LC;29;557,4;676,8;625,7;2021
LC;30;565,4;679;634,62;2021
LC;31;584,0;699,5;644,15;2021
LC;32;588,1;711,4;653,9;2021
LC;33;592,7;717,6;664,18;2021
LC;34;619,4;729,6;674,81;2021
LC;35;625,6;734,5;685,74;2021
LC;36;642,4;758,8;697,04;2021
LC;37;650,1;777;709,41;2021
LC;38;668,4;781,6;723,98;2021
LC;39;655,2;794,2;735,2;2021
LC;40;698,6;808;752,13;2021
LC;41;710,0;826,1;765,09;2021
LC;42;744,0;790,3;773,74;2021
LC;43;786,1;820,5;810,08;2021
MT;0;353,8;353,8;353,8;2021
MT;1;353,8;384,2;362,18;2021
MT;2;354,0;414,9;370,54;2021
